name,name_en,gov,adm_level,place_type,lat,lon
بلوك 15093,Block 15093,,,neighbourhood,30.1934981,31.4737784
الرحاب,El Rehab,,,neighbourhood,26.1153621,34.2796893
بلوك ب,Block B,,,neighbourhood,30.2384493,31.471379
بلوك ز,Block G,,,neighbourhood,30.2380924,31.4718845
بلوك أ,Block A,,,neighbourhood,30.2394141,31.4732559
بلوك و,Block F,,,neighbourhood,30.2382394,31.4724801
بلوك هـ,Block E,,,neighbourhood,30.2382315,31.4763538
بلوك ر,Block T,,,neighbourhood,30.2396988,31.4761009
بلوك د,Block D,,,neighbourhood,30.2384879,31.4779939
بلوك ج,Block C,,,neighbourhood,30.2381954,31.4762659
بلوك ز,Block G,,,neighbourhood,30.2350554,31.4799747
بلوك 22328,Block 22328,,,neighbourhood,30.244022,31.4538928
بلوك 13010,Block 13010,,,neighbourhood,30.1846051,31.4668139
بلوك 13011,Block 13011,,,neighbourhood,30.1816656,31.4685741
بلوك 13024,Block 13024,,,neighbourhood,30.1877007,31.464363
بلوك 13023,Block 13023,,,neighbourhood,30.190683,31.4618648
بلوك 13022,Block 13022,,,neighbourhood,30.1926324,31.4593465
بلوك 13027,Block 13027,,,neighbourhood,30.1906308,31.4595712
بلوك 13026,Block 13026,,,neighbourhood,30.1875503,31.4613797
بلوك 13025,Block 13025,,,neighbourhood,30.1854357,31.4628608
بلوك 13009,Block 13009,,,neighbourhood,30.1833502,31.4639084
بلوك 13014,Block 13014,,,neighbourhood,30.1803485,31.46685
بلوك 13012,Block 13012,,,neighbourhood,30.1788967,31.4683777
بلوك 13013,Block 13013,,,neighbourhood,30.1795877,31.4645769
بلوك 13001,Block 13001,,,neighbourhood,30.1773502,31.4690541
بلوك 13004,Block 13004,,,neighbourhood,30.1744956,31.4717519
بلوك 13003,Block 13003,,,neighbourhood,30.1727491,31.4689456
بلوك 13005,Block 13005,,,neighbourhood,30.1751664,31.4690091
بلوك 13002,Block 13002,,,neighbourhood,30.1751977,31.4663746
بلوك 13006,Block 13006,,,neighbourhood,30.1738604,31.4644508
بلوك 13008,Block 13008,,,neighbourhood,30.174618,31.4613654
بلوك 13007,Block 13007,,,neighbourhood,30.1728714,31.4598924
بلوك 13017,Block 13017,,,neighbourhood,30.1775728,31.4626974
بلوك 13016,Block 13016,,,neighbourhood,30.179565,31.4618262
بلوك 13015,Block 13015,,,neighbourhood,30.1818003,31.4608452
بلوك 13028,Block 13028,,,neighbourhood,30.184047,31.4598678
بلوك 13029,Block 13029,,,neighbourhood,30.1855593,31.4592327
بلوك 13030,Block 13030,,,neighbourhood,30.1870289,31.4586186
بلوك 13044,Block 13044,,,neighbourhood,30.1861744,31.4543172
بلوك 13036,Block 13036,,,neighbourhood,30.1873844,31.4559258
بلوك 13033,Block 13033,,,neighbourhood,30.1834699,31.4565805
بلوك 13021,Block 13021,,,neighbourhood,30.181068,31.4576467
بلوك 13018,Block 13018,,,neighbourhood,30.1778012,31.4598019
بلوك 13019,Block 13019,,,neighbourhood,30.1757659,31.4571646
بلوك 13020,Block 13020,,,neighbourhood,30.1789553,31.4550081
بلوك 13034,Block 13034,,,neighbourhood,30.1832771,31.4531359
بلوك 13035,Block 13035,,,neighbourhood,30.1881142,31.4526222
بلوك 13038,Block 13038,,,neighbourhood,30.1917022,31.450286
بلوك 13039,Block 13039,,,neighbourhood,30.1912295,31.4510815
بلوك 13041,Block 13041,,,neighbourhood,30.1881709,31.4505664
بلوك 13040,Block 13040,,,neighbourhood,30.190913,31.4519008
بلوك 13037,Block 13037,,,neighbourhood,30.190971,31.4511704
كمبوند جنه,Jannah Compound,,,neighbourhood,30.242775,31.4699829
عمارات المستثمر الصغير,Small Investor Buildings,,,neighbourhood,30.2430708,31.4646605
بلوك 5,Block 5,,,neighbourhood,30.2044619,31.4530004
بلوك 2,Block 2,,,neighbourhood,30.2045453,31.4469118
بلوك 14018,Block 14018,,,neighbourhood,30.2018331,31.4642358
بلوك 14019,Block 14019,,,neighbourhood,30.2018193,31.4647743
بلوك 14020,Block 14020,,,neighbourhood,30.2011059,31.4647757
بلوك 14023,Block 14023,,,neighbourhood,30.1999659,31.4630064
بلوك 14021,Block 14021,,,neighbourhood,30.2003774,31.464768
بلوك 14022,Block 14022,,,neighbourhood,30.1995637,31.464766
بلوك 14029,Block 14029,,,neighbourhood,30.1999429,31.4673188
بلوك 14024,Block 14024,,,neighbourhood,30.2017577,31.4682582
بلوك 14025,Block 14025,,,neighbourhood,30.2017915,31.4685336
بلوك 14026,Block 14026,,,neighbourhood,30.2010844,31.4685291
بلوك 14027,Block 14027,,,neighbourhood,30.2010572,31.4689481
بلوك 14028,Block 14028,,,neighbourhood,30.2009393,31.4695095
مركز المدينة,City Center,,,neighbourhood,30.240906,31.4702806
بلوك د,Block D,,,neighbourhood,30.2330317,31.4695045
بلوك ظ,Block Z`,,,neighbourhood,30.2341536,31.4684003
بلوك هـ,Block E,,,neighbourhood,30.233244,31.4681114
بلوك و,Block F,,,neighbourhood,30.2330371,31.4657393
بلوك ز,Block G,,,neighbourhood,30.2318655,31.4662332
بلوك ج,Block C,,,neighbourhood,30.2310781,31.4663217
بلوك ط,Block I,,,neighbourhood,30.231441,31.4631378
بلوك ب,Block B,,,neighbourhood,30.2312481,31.4630181
بلوك ح,Block H,,,neighbourhood,30.2336993,31.4634175
بلوك أ,Block A,,,neighbourhood,30.2344802,31.4631004
بلوك د,Block D,,,neighbourhood,30.2444368,31.4781368
بلوك و,Block F,,,neighbourhood,30.2450026,31.4809015
بلوك هـ,Block E,,,neighbourhood,30.24477,31.4828226
بلوك ب,Block B,,,neighbourhood,30.2446083,31.4819649
بلوك ج,Block C,,,neighbourhood,30.2461863,31.4790206
بلوك أ,Block A,,,neighbourhood,30.2449686,31.4765382
بلوك 16023,Block 16023,,,neighbourhood,30.227189,31.4657779
بلوك 16026,Block 16026,,,neighbourhood,30.2272267,31.4702525
بلوك 16043,Block 16043,,,neighbourhood,30.221489,31.4682528
بلوك 16037,Block 16037,,,neighbourhood,30.2227821,31.4646748
بلوك 16041,Block 16041,,,neighbourhood,30.2229426,31.4701934
بلوك 16042,Block 16042,,,neighbourhood,30.2222809,31.4653171
بلوك 16039,Block 16039,,,neighbourhood,30.2226564,31.4671954
بلوك 16040,Block 16040,,,neighbourhood,30.2233917,31.4689918
بلوك 16038,Block 16038,,,neighbourhood,30.2234074,31.4662907
بلوك 16036,Block 16036,,,neighbourhood,30.22416,31.4669962
بلوك 16035,Block 16035,,,neighbourhood,30.2237648,31.4698702
بلوك 16024,Block 16024,,,neighbourhood,30.2284824,31.4686459
بلوك 16031,Block 16031,,,neighbourhood,30.2263095,31.4659825
بلوك 16032,Block 16032,,,neighbourhood,30.2256983,31.4659605
بلوك 16030أ,Block 16030A,,,neighbourhood,30.2265146,31.467129
بلوك 16030,Block 16030,,,neighbourhood,30.2256991,31.469138
بلوك 16029,Block 16029,,,neighbourhood,30.2266478,31.467935
بلوك 16028,Block 16028,,,neighbourhood,30.2264295,31.4691387
بلوك 16025,Block 16025,,,neighbourhood,30.2275888,31.4695994
بلوك 16027,Block 16027,,,neighbourhood,30.2258877,31.4703031
بلوك 16034,Block 16034,,,neighbourhood,30.2249247,31.4683051
بلوك 16033,Block 16033,,,neighbourhood,30.2249317,31.4664169
بلوك 16022,Block 16022,,,neighbourhood,30.2266247,31.4646989
بلوك 16021,Block 16021,,,neighbourhood,30.2287336,31.4668688
بلوك 16020,Block 16020,,,neighbourhood,30.2285691,31.4697589
بلوك 15070,Block 15070,,,neighbourhood,30.1897717,31.4829018
جنوب موفنبيك,South Movenpick,,,neighbourhood,26.1476868,34.2506976
بلوك ب,Block B,,,neighbourhood,30.2471584,31.4679255
بلوك 16080,Block 16080,,,neighbourhood,30.2208882,31.4784681
مشروع العشر العمارات,The Ten Buildings Project,,,neighbourhood,30.1993289,31.459637
بلوك 14017,Block 14017,,,neighbourhood,30.2017842,31.4613434
بلوك 14016,Block 14016,,,neighbourhood,30.2021213,31.461587
بلوك 14015,Block 14015,,,neighbourhood,30.2039415,31.4612391
بلوك 14014,Block 14014,,,neighbourhood,30.2051081,31.4604977
بلوك 14013,Block 14013,,,neighbourhood,30.2051183,31.461311
بلوك 14012,Block 14012,,,neighbourhood,30.2051226,31.462061
بلوك 14086,Block 14086,,,neighbourhood,30.2004904,31.4616745
بلوك 14085,Block 14085,,,neighbourhood,30.2000284,31.461149
بلوك 14084,Block 14084,,,neighbourhood,30.2018493,31.4599873
بلوك 14083,Block 14083,,,neighbourhood,30.2016378,31.4592379
بلوك 14082,Block 14082,,,neighbourhood,30.2044989,31.4587157
بلوك 14081,Block 14081,,,neighbourhood,30.2041682,31.4596101
بلوك 14080,Block 14080,,,neighbourhood,30.205877,31.4596556
بلوك 14079,Block 14079,,,neighbourhood,30.2062685,31.4591877
بلوك 14078,Block 14078,,,neighbourhood,30.2067065,31.4612679
قريه كفر ابراهيم العايدى,Kafr Ibrahim Al Aidy Village,,,neighbourhood,30.4408423,31.5822285
مدينة بلبيس,Belbes City,,,neighbourhood,30.381847,31.5786051
مدينه كفر صقر,Kafr Sakr City,,,town,30.7903213,31.6279435
مدينه الابراهيميه,Al Ibrahimeya City,,,town,30.7173007,31.5597424
منطقة 4,Area 4,,,neighbourhood,30.2041697,31.4644063
كمبوند حياه تاون,Hayah Town Compound,,,neighbourhood,30.2082217,31.4606367
بلوك 27005,Block 27005,,,neighbourhood,30.2719908,31.4758805
بلوك 27013,Block 27013,,,neighbourhood,30.2707197,31.4799551
بلوك 27006,Block 27006,,,neighbourhood,30.2746421,31.4785408
بلوك 27004,Block 27004,,,neighbourhood,30.2783165,31.4770106
بلوك 27007,Block 27007,,,neighbourhood,30.2756543,31.4804154
بلوك 27012,Block 27012,,,neighbourhood,30.2736963,31.4832303
بلوك 27003,Block 27003,,,neighbourhood,30.2792616,31.4783833
بلوك 27008,Block 27008,,,neighbourhood,30.2756146,31.4834702
بلوك 27002,Block 27002,,,neighbourhood,30.2799517,31.4804047
بلوك 27011,Block 27011,,,neighbourhood,30.2759983,31.485269
بلوك 27001,Block 27001,,,neighbourhood,30.2827232,31.4799012
بلوك 27009,Block 27009,,,neighbourhood,30.2798777,31.4838721
بلوك 27010,Block 27010,,,neighbourhood,30.2773175,31.4864087
الحى 6,District 6,,,neighbourhood,30.208858,31.4652556
بلوك ج,Block C,,,neighbourhood,30.2445782,31.4713428
بلوك هـ,Block E,,,neighbourhood,30.2464169,31.4703973
الحى 5,District 5,,,neighbourhood,30.2215019,31.4741522
بلوك 16087,Block 16087,,,neighbourhood,30.2247653,31.4736757
بلوك 16013,Block 16013,,,neighbourhood,30.2281693,31.4745455
مساكن الأطباء,Doctors Housing,,,neighbourhood,30.2527033,31.4677575
اسكان شباب 100 متر,Youth Housing 100 Meter,,,neighbourhood,30.2560377,31.4710818
اسكان الشباب 70 متر,Youth Housing 70 Meter,,,neighbourhood,30.2609089,31.4752269
اسكان شباب 63 متر,Youth Housing 63 Meter,,,neighbourhood,30.2644081,31.4778784
اسكان شباب 135 متر,Youth Housing 135 Meter,,,neighbourhood,30.260985,31.4739795
مساكن العينات,Al Aynat Housing,,,neighbourhood,30.2557876,31.4737271
مدينه ابو حماد,Abou Hammad City,,,neighbourhood,30.5349152,31.6785254
الاسكان العائلى,Family Housing,,,neighbourhood,30.2633401,31.4982327
بلوك 17026,Block 17026,,,neighbourhood,30.2571209,31.4863862
بلوك 17029,Block 17029,,,neighbourhood,30.2561701,31.4809432
بلوك 17028,Block 17028,,,neighbourhood,30.2561308,31.482896
بلوك 17027,Block 17027,,,neighbourhood,30.2568257,31.4845375
بلوك 17025,Block 17025,,,neighbourhood,30.256498,31.4876061
بلوك 17017,Block 17017,,,neighbourhood,30.2571284,31.494628
بلوك 17018,Block 17018,,,neighbourhood,30.2555895,31.4912627
بلوك 17016,Block 17016,,,neighbourhood,30.2558319,31.492301
بلوك 17014,Block 17014,,,neighbourhood,30.2556004,31.4900729
بلوك 17011,Block 17011,,,neighbourhood,30.2543622,31.4907701
بلوك 17012,Block 17012,,,neighbourhood,30.2556808,31.4888817
بلوك 17013,Block 17013,,,neighbourhood,30.2548443,31.4910355
بلوك 17015,Block 17015,,,neighbourhood,30.2555962,31.492636
بلوك 17092,Block 17092,,,neighbourhood,30.26031,31.4947618
بلوك 17091,Block 17091,,,neighbourhood,30.2607505,31.4943001
بلوك 17094,Block 17094,,,neighbourhood,30.2595166,31.4937081
بلوك 17089,Block 17089,,,neighbourhood,30.2614535,31.4949198
بلوك 17093,Block 17093,,,neighbourhood,30.260486,31.4953023
بلوك 17090,Block 17090,,,neighbourhood,30.2604565,31.4932985
بلوك 17036,Block 17036,,,neighbourhood,30.2597875,31.4916085
بلوك 17037,Block 17037,,,neighbourhood,30.2596773,31.4909976
بلوك 17039,Block 17039,,,neighbourhood,30.2586664,31.4914718
بلوك 17042,Block 17042,,,neighbourhood,30.2593257,31.4901662
بلوك 17043,Block 17043,,,neighbourhood,30.2595478,31.4895511
بلوك 17041,Block 17041,,,neighbourhood,30.2586436,31.4898878
بلوك 17035,Block 17035,,,neighbourhood,30.2602527,31.491423
بلوك 17040,Block 17040,,,neighbourhood,30.2583783,31.4896242
بلوك 17044,Block 17044,,,neighbourhood,30.2597849,31.4895852
بلوك 17038,Block 17038,,,neighbourhood,30.2587063,31.4916469
مدينه مشتول السوق,Mashtol Al Souq City,,,neighbourhood,30.3615197,31.384272
سوق العبور,Al Obour Market,,,neighbourhood,30.1743993,31.4774522
اسكان الشباب 70 متر,Youth Housing 70 Meter,,,neighbourhood,30.2524976,31.4634168
بلوك و,Block F,,,neighbourhood,30.246332,31.4685824
بلوك د,Block D,,,neighbourhood,30.244964,31.4717475
بلوك أ,Block A,,,neighbourhood,30.2468959,31.4730484
مدينة مرسى علم,Marsa Alam City,,,city,25.0941246,34.8840917
منطقة الصناعات الصغيرة,Small Industries Zone,,,neighbourhood,30.2592351,31.465293
كمبوند الشركه السعودية,Saudi Company Compound,,,neighbourhood,30.2607419,31.4983008
جنه العبور,Ganet Al Obour,,,neighbourhood,30.2582715,31.498138
الحى 7,District 7,,,neighbourhood,30.1926897,31.471983
الحى 8,District 8,,,neighbourhood,30.2610677,31.4889898
مساكن المستقبل,Future Housing,,,neighbourhood,30.2663184,31.4896662
بلوك 17056,Block 17056,,,neighbourhood,30.2642346,31.4853688
بلوك 17055,Block 17055,,,neighbourhood,30.2647038,31.4855504
بلوك 17057,Block 17057,,,neighbourhood,30.2636323,31.4859868
بلوك 17064,Block 17064,,,neighbourhood,30.2617499,31.4869134
بلوك 17065,Block 17065,,,neighbourhood,30.2612519,31.4867184
بلوك 17063,Block 17063,,,neighbourhood,30.2624767,31.4866827
بلوك 17062,Block 17062,,,neighbourhood,30.2625605,31.4861391
بلوك 17061,Block 17061,,,neighbourhood,30.2609786,31.488807
بلوك 17060,Block 17060,,,neighbourhood,30.2619429,31.488372
بلوك 17059,Block 17059,,,neighbourhood,30.2627404,31.4881817
بلوك 17058,Block 17058,,,neighbourhood,30.263769,31.4877646
الاسكان القومى,National Housing,,,neighbourhood,30.2635593,31.4939484
بلوك 17033,Block 17033,,,neighbourhood,30.2570423,31.4785579
بلوك 17022,Block 17022,,,neighbourhood,30.2577119,31.4782213
بلوك 22007,Block 22007,,,neighbourhood,30.2577872,31.4619266
بلوك 22006,Block 22006,,,neighbourhood,30.2563069,31.46385
بلوك 22009,Block 22009,,,neighbourhood,30.2524823,31.4603268
بلوك 22008,Block 22008,,,neighbourhood,30.254386,31.45879
بلوك 22001,Block 22001,,,neighbourhood,30.2579714,31.4570318
مساكن المرور,Al Merour Housing,,,neighbourhood,30.7988652,31.6296032
الاشاره,Al Eshara,,,neighbourhood,30.5934375,31.4918732
بلوك 4,Block 4,,,neighbourhood,30.2044845,31.4516325
بلوك 3,Block 3,,,neighbourhood,30.2045033,31.4503653
مدينه ديرب نجم,Derb Negm City,,,town,30.754581,31.4441482
مساكن السلام,Al Salam Housing,,,neighbourhood,30.6642842,31.5907305
مدينه فاقوس,Fakous City,,,town,30.7226203,31.7951041
قريه اولاد العدوى,Awlad Al Adawy Village,,,village,30.7182828,31.78168
قريه جهينه البحريه,Jouhayna Al Bahareya Village,,,village,30.7283118,31.8204246
قريه جهينه القبليه,Jouhayna Al Qeblya Village,,,village,30.7150885,31.8219032
بلوك 20,Block 20,,,neighbourhood,30.2643966,31.4627732
بلوك 18,Block 18,,,neighbourhood,30.263849,31.4638036
بلوك 12,Block 12,,,neighbourhood,30.2625443,31.4648128
بلوك 14,Block 14,,,neighbourhood,30.2636606,31.4660877
بلوك 13,Block 13,,,neighbourhood,30.2641443,31.4656893
بلوك 11,Block 11,,,neighbourhood,30.2632554,31.4646033
بلوك 10,Block 10,,,neighbourhood,30.2629188,31.4622057
بلوك 18,Block 18,,,neighbourhood,30.2650575,31.4645062
بلوك 16,Block 16,,,neighbourhood,30.265529,31.467289
بلوك 17,Block 17,,,neighbourhood,30.2651019,31.4678025
بلوك 6,Block 6,,,neighbourhood,30.266542,31.4651589
بلوك 5,Block 5,,,neighbourhood,30.267274,31.4664472
بلوك 4,Block 4,,,neighbourhood,30.2677373,31.4664724
بلوك 22002,Block 22002,,,neighbourhood,30.2685497,31.468652
بلوك 22003,Block 22003,,,neighbourhood,30.2709957,31.471503
بلوك 22005,Block 22005,,,neighbourhood,30.2652851,31.4708694
بلوك 22004,Block 22004,,,neighbourhood,30.2691136,31.4754419
بلوك 22006,Block 22006,,,neighbourhood,30.2635605,31.4729379
بلوك 3,Block 3,,,neighbourhood,30.2615464,31.4660185
بلوك 2,Block 2,,,neighbourhood,30.2611303,31.4674147
بلوك 1,Block 1,,,neighbourhood,30.2618878,31.4666315
بلوك 22002,Block 22002,,,neighbourhood,30.2608603,31.4603058
بلوك 80012,Block 80012,,,neighbourhood,30.2613608,31.4830855
بلوك 80013,Block 80013,,,neighbourhood,30.2604121,31.48513
بلوك 80017,Block 80017,,,neighbourhood,30.2603866,31.4839852
بلوك 80016,Block 80016,,,neighbourhood,30.260137,31.4830189
بلوك 80015,Block 80015,,,neighbourhood,30.2599833,31.4821355
بلوك 80018,Block 80018,,,neighbourhood,30.2606252,31.4847779
بلوك 80014,Block 80014,,,neighbourhood,30.2601815,31.4821033
بلوك 80011,Block 80011,,,neighbourhood,30.2638482,31.4818577
بلوك 80009,Block 80009,,,neighbourhood,30.2645469,31.4817169
بلوك 80010,Block 80010,,,neighbourhood,30.2643146,31.4828491
بلوك 80005,Block 80005,,,neighbourhood,30.2642399,31.4827032
بلوك 80008,Block 80008,,,neighbourhood,30.2636814,31.4810614
بلوك 80006,Block 80006,,,neighbourhood,30.2627852,31.4824833
بلوك 80007,Block 80007,,,neighbourhood,30.2625859,31.4801557
بلوك 80004,Block 80004,,,neighbourhood,30.2638969,31.4798408
بلوك 80002,Block 80002,,,neighbourhood,30.2616524,31.4785539
بلوك 80003,Block 80003,,,neighbourhood,30.2623353,31.479436
بلوك 80001,Block 80001,,,neighbourhood,30.2618948,31.4781666
بلوك 17031,Block 17031,,,neighbourhood,30.258766,31.48018
بلوك 17032,Block 17032,,,neighbourhood,30.2593834,31.4796864
بلوك 17034,Block 17034,,,neighbourhood,30.2609402,31.4794229
بلوك 17024,Block 17024,,,neighbourhood,30.2606167,31.4789412
بلوك 17019,Block 17019,,,neighbourhood,30.2602662,31.4791109
بلوك 17030,Block 17030,,,neighbourhood,30.2588383,31.4786285
بلوك 17020,Block 17020,,,neighbourhood,30.2594993,31.4780456
بلوك 17023,Block 17023,,,neighbourhood,30.2602244,31.4775627
بلوك 17021,Block 17021,,,neighbourhood,30.258715,31.477792
الحى 3,District 3,,,neighbourhood,30.2397961,31.4820528
بلوك 28012,Block 28012,,,neighbourhood,30.2509118,31.5006383
كمبوند الربوه,Al Rabwah Compound,,,neighbourhood,30.2476298,31.490782
بلوك 28044,Block 28044,,,neighbourhood,30.2525524,31.4998337
بلوك 28010,Block 28010,,,neighbourhood,30.25307,31.4976458
بلوك 28009,Block 28009,,,neighbourhood,30.2544556,31.4975224
بلوك 28008,Block 28008,,,neighbourhood,30.2539331,31.4965019
بلوك 28011,Block 28011,,,neighbourhood,30.2525765,31.4956972
بلوك 28007,Block 28007,,,neighbourhood,30.2536366,31.4946927
بلوك 28005,Block 28005,,,neighbourhood,30.2510131,31.4936439
بلوك 28004,Block 28004,,,neighbourhood,30.2508226,31.4945108
بلوك 28006,Block 28006,,,neighbourhood,30.2518015,31.4930498
بلوك 28003,Block 28003,,,neighbourhood,30.2494915,31.4930539
بلوك 17077,Block 17077,,,neighbourhood,30.2443893,31.4947177
بلوك 17079,Block 17079,,,neighbourhood,30.2451967,31.495437
بلوك 17078,Block 17078,,,neighbourhood,30.2442874,31.4960274
بلوك 17080,Block 17080,,,neighbourhood,30.2459603,31.4965273
بلوك 28048,Block 28048,,,neighbourhood,30.2448099,31.4980483
بلوك 17075,Block 17075,,,neighbourhood,30.2446547,31.4917933
بلوك 17076,Block 17076,,,neighbourhood,30.2438031,31.4926971
بلوك 17074,Block 17074,,,neighbourhood,30.243773,31.4914191
بلوك 17073,Block 17073,,,neighbourhood,30.2440441,31.4901276
جاردينيا العبور,Gardinia Al Obour,,,neighbourhood,30.2469222,31.5002656
بلوك 17081,Block 17081,,,neighbourhood,30.2470401,31.4973132
بلوك 17085,Block 17085,,,neighbourhood,30.248295,31.498503
بلوك 17084,Block 17084,,,neighbourhood,30.2475693,31.4983442
بلوك 17083,Block 17083,,,neighbourhood,30.2470378,31.4978703
بلوك 17086,Block 17086,,,neighbourhood,30.2485266,31.4993039
بلوك 17087,Block 17087,,,neighbourhood,30.2489608,31.4997658
بلوك 17082,Block 17082,,,neighbourhood,30.2473985,31.4995945
بلوك 17088,Block 17088,,,neighbourhood,30.2494799,31.4997889
بلوك 28013,Block 28013,,,neighbourhood,30.2503584,31.5018381
بلوك 28049,Block 28049,,,neighbourhood,30.2506223,31.502864
محلية 5,Locality 5,,,neighbourhood,30.238282,31.4754097
عزبة ابو عياد,Ezbet Abou Ayad,,,neighbourhood,30.7139862,31.5660422
عزبة موسغه,Ezbet Mosgha,,,neighbourhood,30.7258197,31.5619169
عزبة يعقوب,Ezbet Yaacoub,,,neighbourhood,30.7147788,31.5723007
عزبة جادو,Ezbet Gadou,,,neighbourhood,30.7104122,31.5771769
عزبة الناظر,Ezbet Al Nazer,,,neighbourhood,30.7298624,31.5615339
عزبة المساح,Ezbet Al Masah,,,neighbourhood,30.715555,31.5694029
عزبة المرعشلي,Ezbet Al Maraashly,,,neighbourhood,30.7320633,31.5609283
عزبة ابو دسوقى,Ezbet Abou Desouki,,,neighbourhood,30.7178667,31.5687273
عزبة ابو حسين,Ezbet Abou Hussein,,,neighbourhood,30.7277174,31.5642142
خورشيد البحرية,Khorshed Al Bahareya,,,neighbourhood,31.2081699,30.0310804
عزبة الرحمة,Ezbet Al Rahma,,,neighbourhood,31.2077604,30.032469
بلوك 8,Block 8,,,neighbourhood,30.2653609,31.4616081
بلوك 9,Block 9,,,neighbourhood,30.2648773,31.4620814
الصيادين,Al Sayaden,,,neighbourhood,30.596225,31.5092048
المنتزه,Al Montazah,,,neighbourhood,30.5885168,31.5071865
الامتداد الغربى,Western Extension,,,neighbourhood,30.1840405,31.4467683
بلوك 20043,Block 20043,,,neighbourhood,30.1903058,31.4441457
بلوك 20042,Block 20042,,,neighbourhood,30.1895551,31.4426134
بلوك 20043,Block 20043,,,neighbourhood,30.1905855,31.4425043
بلوك 20040,Block 20040,,,neighbourhood,30.1864582,31.440952
بلوك 20021,Block 20021,,,neighbourhood,30.1853574,31.4455771
بلوك 20028,Block 20028,,,neighbourhood,30.1838174,31.4474355
بلوك 20019,Block 20019,,,neighbourhood,30.1874988,31.4400244
بلوك 20020,Block 20020,,,neighbourhood,30.1869018,31.4430414
بلوك 20003,Block 20003,,,neighbourhood,30.1922549,31.4392041
بلوك 20018,Block 20018,,,neighbourhood,30.1894635,31.4386107
بلوك 20030,Block 20030,,,neighbourhood,30.1826257,31.449447
بلوك 20026,Block 20026,,,neighbourhood,30.1842412,31.450406
بلوك 20025,Block 20025,,,neighbourhood,30.1864586,31.4493729
بلوك 20009,Block 20009,,,neighbourhood,30.1899231,31.4477823
بلوك 20001,Block 20001,,,neighbourhood,30.1922327,31.4462608
بلوك 20002,Block 20002,,,neighbourhood,30.1934385,31.4424835
بلوك 20029,Block 20029,,,neighbourhood,30.1834339,31.449388
بلوك 20027,Block 20027,,,neighbourhood,30.1841931,31.4488701
بلوك 20024,Block 20024,,,neighbourhood,30.1862105,31.4484555
بلوك 20023,Block 20023,,,neighbourhood,30.1858261,31.4469238
بلوك 20022,Block 20022,,,neighbourhood,30.186625,31.4463114
بلوك 20039,Block 20039,,,neighbourhood,30.1876232,31.4461158
بلوك 20010,Block 20010,,,neighbourhood,30.1897253,31.4468246
بلوك 20011,Block 20011,,,neighbourhood,30.1895648,31.4457435
بلوك 20013,Block 20013,,,neighbourhood,30.1881759,31.4440595
بلوك 20012,Block 20012,,,neighbourhood,30.1891084,31.4439637
بلوك 20014,Block 20014,,,neighbourhood,30.1882661,31.4410619
بلوك 20015,Block 20015,,,neighbourhood,30.1891394,31.4402714
بلوك 20017,Block 20017,,,neighbourhood,30.1907988,31.4397076
بلوك 20016,Block 20016,,,neighbourhood,30.1908018,31.4407816
بلوك 20004,Block 20004,,,neighbourhood,30.1924555,31.4402408
بلوك 20005,Block 20005,,,neighbourhood,30.1919545,31.4419382
بلوك 20006,Block 20006,,,neighbourhood,30.1919413,31.4429958
بلوك 20008,Block 20008,,,neighbourhood,30.1914776,31.4451046
بلوك 20007,Block 20007,,,neighbourhood,30.1923885,31.4448985
بلوك 20033,Block 20033,,,neighbourhood,30.1804447,31.4500939
بلوك 20031,Block 20031,,,neighbourhood,30.1814482,31.4499237
بلوك 20034,Block 20034,,,neighbourhood,30.1797683,31.4510874
بلوك 20032,Block 20032,,,neighbourhood,30.1811204,31.4520066
بلوك 20044,Block 20044,,,neighbourhood,30.1791309,31.452222
بلوك 20036,Block 20036,,,neighbourhood,30.1783576,31.4532386
بلوك 20035,Block 20035,,,neighbourhood,30.1780737,31.4523229
بلوك 20037,Block 20037,,,neighbourhood,30.1773442,31.4534355
بلوك 20038,Block 20038,,,neighbourhood,30.1764402,31.454038
بلوك 2008,Block 2008,,,neighbourhood,30.24603,31.4864088
كمبوند سبرنجز الشروق,El Shorouk Springs Compound,,,neighbourhood,30.1233712,31.6439679
مساكن مجلس المدينه,City Council Housing,,,neighbourhood,30.3533979,31.3897909
مساكن مجلس المدينه,City Council Housing,,,neighbourhood,30.6736409,31.5938667
بلوك 15006,Block 15006,,,neighbourhood,30.1955102,31.4622373
بلوك 15014,Block 15014,,,neighbourhood,30.1909559,31.4676812
بلوك 15015,Block 15015,,,neighbourhood,30.190037,31.4684238
بلوك 15018,Block 15018,,,neighbourhood,30.1887245,31.4687578
بلوك 15017,Block 15017,,,neighbourhood,30.1898824,31.469603
بلوك 15016,Block 15016,,,neighbourhood,30.1894368,31.4675935
بلوك 15013,Block 15013,,,neighbourhood,30.1909389,31.4678634
بلوك 15011,Block 15011,,,neighbourhood,30.1930281,31.4662711
بلوك 15008,Block 15008,,,neighbourhood,30.1946047,31.4655075
بلوك 15010,Block 15010,,,neighbourhood,30.1936919,31.4662741
بلوك 15009,Block 15009,,,neighbourhood,30.1933431,31.4645752
بلوك 15012,Block 15012,,,neighbourhood,30.1921004,31.4664481
بلوك 15004,Block 15004,,,neighbourhood,30.1962895,31.4644752
بلوك 15003,Block 15003,,,neighbourhood,30.1969349,31.4633337
بلوك 15002,Block 15002,,,neighbourhood,30.1976582,31.4637596
